Languages:5
Filename:       SRGIVEMY
Eng: "Give myself away...captured?  What is all this about?"
Fre: "RÇvÇler qui je suis... capturÇ ? Qu'est-ce que áa veut dire ?"
Ita: "Rivelare la mia identitÖ? Cosa significa tutto questo?"
Spa: "®Traicionarme a m° mismo? ®De quÇ est† hablando?"
Ger: "Mich verraten... Erinnerungen? Wovon sprechen Sie?"
Filename:       S8IWILLT
Eng: "I will tell you the whole story.  You see Red, your father Tsar Peter was betrayed by one of his closest friends, General Popov.  On perhaps the darkest night in the history of our country, agents sent by Popov executed the Tsar and his family...or so they thought.  Colonel Sergei overheard the General's plans and managed to rescue two children from the doomed family - you were one of those children, Alexander, and the other was your sister."
Fre: "Je vais vous raconter toute l'histoire. Voyez-vous Red, votre päre le Tsar Pierre a ÇtÇ trahi par l'un de ses amis les plus proches, le GÇnÇral Popov. Au cours de ce qui sera peut-àtre la nuit la plus sombre de toute l'histoire de notre pays, des agents envoyÇs par Popov exÇcutärent le Tsar et sa famille... ou c'est ce qu'ils ont cru. Le Colonel Sergei a surpris les plans du GÇnÇral et rÇussi Ö sauver deux enfants de la famille condamnÇe. Vous àtes l'un des enfants, Alexandre et l'autre, c'est votre sour."
Ita: "Ti racconterï tutta la storia. Vedi Red, tuo padre lo Zar Pietro fu tradito da uno dei suoi amici pió fidati, il Generale Popov. In quella che forse ä stata la notte pió buia nella storia del nostro paese, degli agenti mandati da Popov giustiziarono lo Zar e la sua famiglia...o almeno cosç credettero. Il Colonnello Sergei venne a conoscenza dei piani del Generale e riuscç a salvare due bambini dalla famiglia condannata, tu eri uno di quei bambini, Alessandro, e l'altra era tua sorella."
Spa: "EmpezarÇ por el principio, Red; su padre, el zar Pedro, fue traicionado por uno de sus amigos m†s °ntimos, el general Popov. En la noche m†s negra de nuestra historia reciente, los agentes del general Popov asesinaron al zar y a toda su familia... Al menos, es lo que ellos creyeron... El coronel Sergei se enter¢ de los planes del general, y logr¢ rescatar a dos hijos de la familia. Usted es uno de ellos, Alejandro. El otro, era su hermana.
Ger: "Ich erzÑhle Ihnen jetzt die ganze Geschichte. Sie mÅssen wissen, Red, da· Ihr Vater, Zar Peter, von einem seiner engsten Freunde, General Popow, betrogen wurde. In der vielleicht schwÑrzesten Nacht der Geschichte unseres Landes richteten Agenten Popows den Zaren und seine ganze Familie hin... das dachten sie jedenfalls. Oberst Sergej hatte jedoch bei der Planung mitgehîrt und konnte zwei Kinder der verlorenen Familie retten: Eins davon waren Sie, Alexander, und das andere Ihre Schwester."
Filename:       SNVISION
Eng: "Visions of the Tsar's family being murdered and Sergei taking a young child away to safety flash through Red's mind.  The evil Popov stands smiling in the background..."
Fre: "Des visions de la famille du Tsar en train d'àtre assassinÇe et Sergei mettant le jeune garáon Ö l'abri traversent l'esprit de Red. Le diabolique Popov est lÖ, souriant... "
Ita: "Visioni della famiglia dello Zar che viene uccisa e di Sergei che porta in salvo un bambino piccolo tornano alla mente di Red. Il diabolico Popov sullo sfondo che sorride..."
Spa: "La mente de Red se ve invadida por im†genes del asesinato de la familia del zar, y de Sergei escapando con un ni§o en los brazos. Entre las sombras, relampaguea la sonrisa malvada de Popov..."
Ger: "Bilder von der Ermordung der Zarenfamilie und von Sergej, der ein kleines Kind in Sicherheit bringt, schie·en Red durch den Kopf. Der finstere Popow steht lÑchelnd im Hintergrund..."
Filename:        SRSOIREA
Eng: "So I really am Alexander...Sergei and the Priest were telling the truth...but they didn't tell me that I have...a sister?"
Fre: "Alors, je suis vraiment Alexandre... Sergei et le Pràtre disaient la vÇritÇ... mais ils ne m'avaient pas dit que j'avais... une sour ?" 
Ita: "Quindi sono veramente Alessandro...Sergei e il Prete stavano dicendo la veritÖ...ma loro non mi hanno detto che ho...una sorella?"
Spa: "De modo que, en realidad, yo soy Alejandro... Sergei y el cura dec°an la verdad... ≠Pero no me dijeron... que tengo una hermana!"
Ger: "Also bin ich wirklich Alexander... Sergej und der Priester haben die Wahrheit gesagt... aber sie haben mir nichts davon erzÑhlt, da· ich... eine Schwester habe?"
Filename:       S8YESYES
Eng: "Yes, yes...Anastasia is her name and to my knowledge she is still in Russia.  As I was saying...with the help of hypnosis I was able to temporarily remove the memories of your former life and replace them with that of a farm boy who grew up in the countryside of England."
Fre: "Si, si... elle s'appelle Anastasia. Autant que je sache, elle est toujours en Russie. Comme je le disais... par l'hypnose j'Çtais en mesure de retirer temporairement les souvenirs de votre vie passÇe et de les remplacer par ceux d'un fils de fermier qui a grandi dans la campagne anglaise."
Ita: "Sç, sç...il suo nome ä Anastasia e per quanto ne so ä ancora in Russia. Come stavo dicendo...con l'aiuto dell'ipnosi fui temporaneamente capace di rimuovere i ricordi della tua vita precedente e sostituirli con quelli di un ragazzo di campagna cresciuto in Inghilterra." 
Spa: "S°, s°. Tiene una hermana. Se llama Anastasia y, que yo sepa, sigue aqu°, en Rusia... Como le estaba diciendo, con la ayuda de la hipnosis, logrÇ eliminar temporalmente los recuerdos de su vida anterior, y reemplazarlos con los del hijo de un granjero educado en el campo, en Inglaterra."
Ger: "Ja... sie hei·t Anastasia, und soviel ich wei·, ist sie noch in Ru·land. Wie ich schon sagte, mit Hilfe von Hypnose konnte ich vorÅbergehend die Erinnerungen an Ihr frÅheres Leben lîschen und sie durch die eines Bauernjungen ersetzen, der in England auf dem Lande aufwuchs."
Filename:       SRMYGODT
Eng: "My God, this has all come as such a great shock...so much to take in...but I feel that you are telling the truth.  Doctor, I must know who I really am - can you restore my memory?"
Fre: "Mon dieu ! Tout cela est un tel choc... beaucoup de choses Ö accepter... mais j'ai le sentiment que vous dites la vÇritÇ. Docteur, je dois savoir qui je suis vraiment. Pouvez-vous me rendre la mÇmoire ?"
Ita: "Mio Dio, tutto questo ä un vero colpo per me...tutte queste storie...ma credo diciate la veritÖ. Dottore devo sapere chi sono veramente, potete ripristinare la mia memoria?"
Spa: "≠Dios m°o! ≠Todo esto es tan chocante! Tengo tantas cosas que asimilar... Pero tengo la impresi¢n de que me est† diciendo la verdad. Doctor, necesito saber quiÇn soy. ®Puede devolverme la memoria?"
Ger: "Mein Gott, das alles ist so ein Schock fÅr mich... so viel auf einmal..., aber ich spÅre, da· Sie die Wahrheit sagen. Doktor, ich mu· wissen, wer ich wirklich bin. Kînnen Sie mein GedÑchtnis wiederherstellen?"
Filename:       S8THATIS
Eng: "That is why we have met, Alexander!  It is time for you to know your true heritage and take your rightful place as Tsar of a new and glorious Russian Empire!   Sit back and relax...look into my eyes...you feel sleepy...so sleepy..." 
Fre: "C'est pour cela que nous nous rencontrons, Alexandre ! Il est temps pour vous de connaåtre votre destinÇe et de prendre la place qui vous revient en tant que Tsar du nouvel empire de Russie ! Asseyez-vous et dÇtendez-vous... fixez mes yeux... vous avez sommeil... tellement sommeil... "   
Ita: "Alessandro, questa ä la ragione per cui ci siamo incontrati! ‘ tempo che tu conosca le tue vere origini e che prenda il posto che ti spetta come Zar di un nuovo e glorioso Impero Russo! Siediti e rilassati...Guardami negli occhi...hai sonno...tanto sonno..."
Spa: "≠Por eso nos hemos reunido, Alejandro! Ha llegado la hora de que conozca su verdadero pasado, y de que tome el puesto que le corresponde, ≠como zar de un nuevo y glorioso imperio ruso! SiÇntese y rel†jese... M°reme a los ojos... Siente sue§o... Mucho sue§o..."
Ger: "Darum sind wir hier, Alexander! Es wird Zeit, da· Sie Ihr wahres Erbe antreten und Ihren rechtmÑ·igen Platz als Zar eines neuen, glorreichen russischen Reichs einnehmen! Entspannen Sie sich... schauen Sie mir in die Augen... Sie werden mÅde... sehr mÅde..."
Filename:       SNREDSEE
Eng: "Red sees himself as a child sitting, in front of the palace playing with his toys.  Suddenly, a dark shadow looms over him.  He looks up to see the evil face of General Popov looking down at him..."
Fre: "Red se voit enfant, assis devant le palais en train de s'amuser avec ses jouets. Soudain, un ombre noire le surplombe. Il läve la tàte vers le visage diabolique du GÇnÇral Popov qui le regarde de toute sa hauteur... " 
Ita: "Red si vede da bambino seduto di fronte al palazzo che gioca con dei giocattoli. All'improvviso un'ombra scura cala su di lui. Lui guarda in alto e vede il viso diabolico del Generale Popov che lo osserva..."
Spa: "Red se ve a si mismo de ni§o, sentado frente al palacio, jugando con sus juguetes. De pronto, una sombra oscura se cierne sobre Çl; el ni§o levanta la vista y ve el malvado rostro del general Popov que le contempla."
Ger: "Red sieht sich als Kind vor dem Palast sitzen und mit seinen Spielsachen spielen. Plîtzlich legt sich ein dunkler Schatten Åber ihn. Er schaut auf und sieht das finstere Gesicht General Popows, das auf ihn herabblickt..."
Filename:       SPONCEY1
Eng: "Once you locate the base, transmit its location back to us as soon as you can - we believe there is some sort of a radio tower located above the facility so look there for radio equipment."
Fre: "Une fois la base localisÇe, transmettez-nous son emplacement däs que vous le pouvez. Nous pensons qu'il y a une espäce de tour radio au-dessus du site. Vous y trouverez tout l'Çquipement radio nÇcessaire."
Ita: "Una volta localizzata la base trasmetteteci la posizione appena potete, crediamo che ci sia una sorta di torre radio sull'installazione quindi cercate l'equipaggiamento radio."
Spa: "Una vez que localice la base, transm°tanos su posici¢n tan pronto como pueda. Creemos que existe alg£n tipo de torre de comunicaciones que domina las instalaciones, as° que busque su equipo de radio para transmitirnos las coordenadas."
Ger: "Wenn Sie den StÅtzpunkt gefunden haben, geben Sie uns schnellstmîglich seine Position durch. Oberhalb der Einrichtung mÅ·te es eine Art Funkturm geben, also halten Sie nach FunkausrÅstung Ausschau."
Filename:       SPWENEED
Eng: "We need you to infiltrate the base and destroy the weapon before they can take it to Moscow by Zeppelin.  To achieve this goal you will be armed with an explosive charge."
Fre: "Vous devez infiltrer la base et dÇtruire l'arme avant qu'ils l'emmänent Ö Moscou dans le Zeppelin. Pour atteindre votre objectif vous utiliserez des explosifs."
Ita: "Dovreste infiltrarvi nella base e distruggere l'arma prima che possano trasportarla a Mosca con lo Zeppelin. Per potare a termine questo scopo disporrete di una carica d'esplosivo."
Spa: "Necesitamos que se infiltre en la base y que destruya el arma antes de que puedan llevarla hasta Mosc£ en un dirigible. Para conseguir su objetivo, necesitar† una carga explosiva."
Ger: "Sie mÅssen in den StÅtzpunkt eindringen und die Waffe zerstîren, bevor sie per Zeppelin nach Moskau gebracht wird. Zu diesem Zweck werden Sie mit einer Sprengladung ausgerÅstet sein."
Filename:       SPWHENYO
Eng: "When you have successfully destroyed the Doomsday Device, you should escape by following the road out of the base complex."
Fre: "Quand vous aurez rÇussi Ö dÇtruire le Dispositif d'extermination, vous devrez vous Çchapper par cette route pour quitter le complexe de la base."
Ita: "Distrutto l'Ordigno del Giudizio, dovrete scappare seguendo la strada fuori dal complesso."
Spa: "Cuando haya logrado destruir el dispositivo apocal°ptico, escape del complejo de la base, siguiendo la carretera."
Ger: "Wenn Sie die Waffe des JÅngsten Tages zerstîrt haben, folgen Sie der Stra·e aus dem StÅtzpunktkomplex heraus, um zu entkommen."
Filename:       SRTHISMU
Eng: "This must be the convoy that is transporting the rumoured Doomsday Device...I must somehow get inside the base."
Fre: "Cela doit àtre le convoi transportant le fameux Dispositif d'extermination... Il faut que je rÇussisse Ö pÇnÇtrer dans la base."
Ita: "Questo deve essere il convoglio che trasporta l'Ordigno del Giudizio...devo riuscire ad entrare nella base."
Spa: "Este debe ser el convoy de transporte del dispositivo apocal°ptico... Tengo que conseguir introducirme en la base..."
Ger: "Das mu· der Konvoi sein, der diese sagenhafte Waffe des JÅngsten Tages transportiert... Ich mu· irgendwie in den StÅtzpunkt rein."
Filename:       SGHALTWH
Eng: "Halt!  Who goes there?"
Fre: "Halte ! Qui va lÖ ?"
Ita: "Alt! Chi va lÖ?"
Spa: "≠Alto! ®QuiÇn va?"
Ger: "Halt! Wer da?"
Filename:       SGTHECON
Eng: "The convoy has arrived!  Open the gates!"
Fre: "Le convoi est arrivÇ ! Ouvrez les portes !"
Ita: "Il convoglio ä arrivato! Aprite i cancelli!"
Spa: "≠El convoy ha llegado! ≠Abre las puertas!"
Ger: "Der Konvoi ist da! ôffnet die Tore!"
Filename:       SGWHOARE
Eng: "Who are you?"
Fre: "Qui àtes-vous ?"
Ita: "Chi sei?"
Spa: "®Y t£ quiÇn eres?"
Ger: "Wer sind Sie?"
Filename:       SRITWONT
Eng: "It won't matter to your corpse."
Fre: "Quand vous serez mort, áa n'aura plus d'importance."
Ita: "Non importerÖ al tuo cadavere."
Spa: "No creo que a tu cad†ver le importe."
Ger: "Kann dir egal sein, wenn du tot bist."
Filename:       SGTHEREC
Eng: "There could be more coming!  Radio for help!"
Fre: "Il pourrait y en avoir d'autres ! Demande de l'aide par radio !"
Ita: "Potrebbero essercene altri! Chiamate rinforzi!"
Spa: "≠Podr°an venir m†s! ≠Solicita ayuda por radio!" 
Ger: "Es kînnten noch mehr kommen! Fordere per Funk Hilfe an!"
Filename:       SGTHERAD
Eng: "THE RADIO TOWER IS UNDER ATTACK!  SEND FOR HELP!"
Fre: "LA TOUR RADIO EST ATTAQUEE ! ENVOYEZ DES RENFORTS ! JE REPETE, ENVOYEZ DES RENFORTS A LA TOUR RADIO !"
Ita: "LA TORRE RADIO ‘ STATA ATTACCATA! MANDATE RINFORZI! RIPETO, MANDATE RINFORZI ALLA TORRE RADIO!" 
Spa: "≠LA TORRE DE COMUNICACIONES ESTµ SIENDO ATACADA! ≠ENV÷EN REFUERZOS! REPITO: ≠ENV÷EN REFUERZOS A LA TORRE DE COMUNICACIONES!"
Ger: "DER FUNKTURM WIRD ANGEGRIFFEN! SCHICKEN SIE VERSTéRKUNG! ICH WIEDERHOLE: SCHICKEN SIE VERSTéRKUNG ZUM FUNKTURM!"
Filename:       SRREDCAL
Eng: "Red calling Eagle - Red calling Eagle - come in Eagle - over."
Fre: "Red appelle Eagle. Red appelle Eagle. RÇpondez Eagle. TerminÇ."
Ita: "Red chiama Eagle, Red chiama Eagle, rispondi Eagle, chiudo."
Spa: "Red llamando a Eagle, Red llamando a Eagle. Responda Eagle. Cambio."
Ger: "Red an Eagle - Red an Eagle - Eagle, bitte melden - Ende."
Filename:       SMWEHEAR
Eng: "We hear you loud and clear, Red - go ahead."
Fre: "Nous vous entendons cinq sur cinq, Red. Allez-y."
Ita: "Ti sentiamo chiaro e forte, Red, continua."
Spa: "Aqu° el cuartel general, le o°mos fuerte y claro Red, adelante."
Ger: "Wir hîren Sie laut und deutlich, Red - sprechen Sie."
Filename:       SRPOSITO
Eng: "Position of Doomsday base is 4 - 4 - 1, - over."
Fre: "Position de la base d'extermination : 4 - 4 - 1, terminÇ."
Ita: "La posizione della base del Giudizio ä 4,4,1, chiudo."
Spa: "La posici¢n de la base del dispositivo apocal°ptico es 4 - 4 - 1. Cambio."
Ger: "Position der Basis JÅngster Tag ist 4 - 4 - 1, - Ende."
Filename:       SMACKNOW
Eng: "Acknowledged - good job Red - over and out."
Fre: "Bien reáu. Beau travail, Red. TerminÇ."
Ita: "Ricevuto, ben fatto Red, passo e chiudo."
Spa: "Recibido. Buen trabajo Red. Cambio y corto."
Ger: "Verstanden - gute Arbeit, Red - Ende."
Filename:       SSINCREA
Eng: "Increase engine speed to 15 knots!"
Fre: "Mettez la vitesse moteur Ö 15 nouds !"
Ita: "Porta la velocitÖ dei motori a 15 nodi!"
Spa: "≠Aumentad la velocidad a 15 nudos!"
Ger: "Geschwindigkeit auf 15 Knoten erhîhen!"
Filename:       SG15KNOT
Eng: "15 knots, Sir!"
Fre: "15 nouds, mon commandant !"
Ita: "15 nodi, Signore!"
Spa: "≠15 nudos, se§or!"
Ger: "15 Knoten, jawohl!"
Filename:       SSTHISTI
Eng: "This time the allies will not stand a chance against my new weapon of war.  Tsar Peter will be most pleased!"
Fre: "Cette fois-ci les AlliÇs n'auront aucune chance contre ma nouvelle arme de guerre. Le GÇnÇral Popov sera träs content !"
Ita: "Questa volta gli alleati non avranno scampo con questa nuova arma da guerra. Il Generale Popov ne sarÖ entusiasta!"
Spa: "Esta vez los aliados no tienen la m†s m°nima oportunidad de vencer a mi nueva arma de guerra. ≠El general Popov estar† encantado!"
Ger: "Diesmal haben die Alliierten keine Chance gegen meine neue Waffe. General Popow wird hîchst erfreut sein!"
Filename:       SRBUTIKI
Eng: "Stromb!  But I killed you!  You couldn't possibly have survived?!"
Fre: "Stromb ! Mais, je vous ai tuÇ ! Vous n'avez pas pu survivre !"
Ita: "Stromb! Pensavo di averti ucciso! Come hai potuto sopravvivere?!"
Spa: "≠Stromb! Pero... ≠yo acabÇ contigo! ®C¢mo es posible que sigas vivo?"
Ger: "Stromb! Aber ich hatte Sie doch erwischt! Wie konnten Sie Åberleben?!"
Filename:       SSSOYOUA
Eng: "So, you are the assassin!  Maybe next time you will make sure your victim is truly dead... I will not make your mistake - crew, kill him!"
Fre: "Alors, c'est vous l'assassin ! Peut-àtre que la prochaine fois vous vous assurerez que votre victime est vraiment morte... Je ne ferai pas la màme erreur. Soldats ! Tuez cet homme !"
Ita: "Allora sei tu l'assassino! Forse la prossima volta dovresti assicurarti che la tua vittima sia veramente morta...non farï il tuo stesso errore; truppa, uccidetelo!"
Spa: "De modo que t£ eres el asesino... Quiz† la pr¢xima vez te asegures de que tu v°ctima est† muerta de verdad... Pero yo no cometerÇ tu error... ≠Tripulaci¢n! ≠Acabad con Çl!"
Ger: "Ach, Sie sind der AttentÑter! Beim nÑchsten Mal achten Sie vielleicht darauf, da· Ihr Opfer auch wirklich tot ist... Den Fehler mache ich nicht - Leute, tîtet ihn!"
Filename:       SPWEAREA
Eng: "We are awaiting radio contact from agent Goggles who should return from her mission anytime now.  Listen out for her call and be ready to help if she needs it."
Fre: "Nous attendons que Goggles entre en contact radio. Elle devrait revenir de sa mission Ö tout moment. Attendez son appel et soyez pràt Ö lui venir en aide si besoin est."
Ita: "Stiamo aspettando un contatto radio dall'agente Goggles che dovrebbe tornare in qualsiasi momento dalla sua missione. Aspettate la sua chiamata e preparatevi ad aiutarla se ne avrÖ bisogno." 
Spa: "Estamos esperando a establecer contacto por radio con el agente Goggles, que deber°a volver de su misi¢n en cualquier momento. Permanezca a la escucha, y estÇ preparado para prestarle ayuda si fuese necesario."
Ger: "Wir erwarten eine Funkmeldung von Agentin Goggles, die jede Minute von ihrem Einsatz zurÅckkehren sollte. Achten Sie auf ihre Meldung, und helfen Sie ihr, falls nîtig."
Filename:       S1WILDGO
Eng: "Wild Goose to base!  Wild Goose to base!  Three enemy planes are pursuing me!  I have Anastasia with me!  My location is four miles north-east of base.  Situation critical!  Over."
Fre: "Wild Goose Ö base ! Wild Goose Ö base ! Deux avions ennemis me poursuivent ! J'ai Anastasia avec moi ! Ma position : quatre miles au nord-est de la base. Situation critique ! TerminÇ."
Ita: "Anatra Selvaggia alla base! Anatra Selvaggia alla base! Due aerei nemici mi stanno inseguendo! Ho Anastasia con me! La mia posizione ä quattro miglia a nord est della base. Situazione critica! Chiudo."
Spa: "≠Oca salvaje llamando a base! ≠Oca salvaje llamando a base! Me persiguen dos aviones enemigos. Tengo a Anastasia conmigo. Me encuentro a cuatro millas al noroeste de la base. ≠Mi situaci¢n es desesperada! ≠Cambio!"
Ger: "Wildgans an StÅtzpunkt! Wildgans an StÅtzpunkt! Zwei Flugzeuge verfolgen mich! Ich habe Anastasia bei mir! Meine Position ist vier Meilen nordîstlich vom StÅtzpunkt. Situation kritisch! Ende."
Filename:       SMHEYDON
Eng: "Hey, that plane hasn't been fully repaired yet!"
Fre: "Eh ! Cet avion n'est pas encore complätement rÇparÇ !"
Ita: "Ehi, quell'aereo non ä stato ancora interamente riparato!"
Spa: "≠Oye, que a£n no hemos acabado de arreglar ese avi¢n!"
Ger: "He, das Flugzeug ist noch nicht fertig repariert!"
Filename:       SRDONTWO
Eng: "Don't worry, I'll take good care of her!"
Fre: "Ne vous inquiÇtez pas, j'en prendrai soin !"
Ita: "Non ti preoccupare me ne occuperï io!"
Spa: "≠No te preocupes, lo cuidarÇ bien."
Ger: "Keine Bange, ich passe gut darauf auf!"
Filename:       SMDONTFL
Eng: "Don't fly too high son or the engine may cut out!"
Fre: "Ne volez pas trop haut sinon le moteur va lÉcher !"
Ita: "Non volare troppo alto, il motore potrebbe bloccarsi!"
Spa: "≠No te eleves demasiado, o el motor podr°a bloquearse!"
Ger: "Fliegen Sie nicht zu hoch, der Motor kînnte ausfallen!"
Filename:       S1ICANTH
Eng: "I can't hold her Red!  Oh God I don't want to die...aaaaaaaaaaaaahhh! <Big explosion sound> <radio silence>"
Fre: "Je n'arrive plus Ö contrìler, Red ! Oh, mon dieu ! Je ne veux pas mourir ... Aaaaaaaaahh ! <Gros bruit d'explosion> <silence radio>"
Ita: "Non ce la faccio Red! Oh Dio non voglio morire...aaaaaaaaaaaahhh! <Forte rumore d'esplosione> <silenzio radio>"
Spa: "No puedo controlar el avi¢n, Red... ≠No quiero morir! ≠Aaaaa! <Gran explosi¢n> <Silencio de radio>"
Ger: "Ich kann sie nicht mehr halten, Red! Oh Gott, ich will nicht sterben... aaaaaaaaaaaaaaah! <ExplosionsgerÑusch> <Funkstille>"
Filename:       S1REDTHI
Eng: "Red this is Goggles...my engine's damaged...I'm going to make an emergency landing near the barn - over."
Fre: "Red, ici Goggles... Mon moteur est touchÇ... Je vais tenter un atterrissage d'urgence präs de la grange. TerminÇ."
Ita: "Red sono Goggles...il mio motore ä danneggiato...tenterï un atterraggio d'emergenza vicino al fienile, chiudo."
Spa: "Red, aqu° Goggles... Mi motor ha sufrido da§os... Voy a hacer un aterrizaje de emergencia cerca del granero... Cambio."
Ger: "Red, hier spricht Goggles... mein Motor ist beschÑdigt... werde bei der Scheune notlanden - Ende."
Filename:       SRIHEARY
Eng: "I hear you Goggles...don't worry, I'll follow you in - over and out."
Fre: "Bien reáu, Goggles... Ne t'inquiäte pas. Je te rejoins. TerminÇ."
Ita: "Ti sento Goggles...non preoccuparti, sto arrivando, passo e chiudo."
Spa: "Te he o°do Goggles. No te preocupes, te seguirÇ. Cambio y corto."
Ger: "Verstanden, Goggles... keine Sorge, ich folge dir - Ende."
Filename:       S1UHH
Eng: "Uhh...my head...  Red! You saved me!"
Fre: "Ooohhh... Ma tàte... Red ! Tu m'as sauvÇe !"
Ita: "Oh...la mia testa...Red! Mi hai salvato!"
Spa: "≠Ayyy, mi cabeza! ≠Red! ≠Me has salvado!"
Ger: "Ohh... mein Kopf... Red! Du hast mich gerettet!"
Filename:       SRDONTWO
Eng: "Don't worry Goggles.  I'll get you both out of this mess..."
Fre: "Ne t'inquiäte pas Goggles. Je vous sortirai toutes les deux de lÖ... "
Ita: "Non ti preoccupare Goggles. Vi porterï in salvo..."
Spa: "No te preocupes Goggles, os sacarÇ a las dos de este l°o."
Ger: "Keine Sorge, Goggles. Ich hol euch beide hier raus..."
Filename:       S1IWILLR
Eng: "There's a radio in here...I can call for help...hopefully we can hold out until our boys get here..."
Fre: "Il y a une radio lÖ-dedans... Je peux appeler Ö l'aide... avec un peu de chance, on tiendra le coup jusqu'Ö l'arrivÇe des renforts... "
Ita: "C'ä una radio qui...posso chiamare aiuto...dovremmo farcela resistere fino a quando arrivano i nostri..." 
Spa: "Hay una radio aqu°... Puedo pedir ayuda... Espero que podamos aguantar hasta que los nuestros nos rescaten..."
Ger: "Hier ist ein FunkgerÑt... ich kann Hilfe rufen... hoffentlich kînnen wir durchhalten, bis unsere Jungs kommen..."
Filename:       SGWEWILL
Eng: "We will not open the gates until we are sure there are no enemy troops nearby."
Fre: "Nous n'ouvrirons pas les portes tant que nous ne serons pas sñrs qu'il n'y a pas d'ennemis aux alentours."
Ita: "Apriremo i cancelli solo quando saremo sicuri che non ci sono truppe nemiche nei dintorni."
Spa: "No abrirÇ las puertas hasta que estemos seguros de que no haya tropas enemigas en las cercan°as."
Ger: "Wir îffnen die Tore erst, wenn wir sicher sind, da· keine gegnerischen Truppen in der NÑhe sind."
Filename:       SAALEXAN
Eng: "Alexander, my dear brother, you have changed so much since I last saw you!  I just can't believe that we are together again after all this time!"
Fre: "Alexandre, mon fräre. Tu as tellement changÇ depuis que je t'ai vu pour la derniäre fois ! Je n'arrive pas Ö croire qu'on soit rÇuni apräs si longtemps !"
Ita: "Alessandro, mio caro fratello, sei cambiato cosç tanto dall'ultima volta che ti ho visto! Non riesco a credere che siamo di nuovo insieme dopo tutto questo tempo!"
Spa: "≠Alejandro, querido hermano! ≠Has cambiado tanto desde la £ltima vez que te vi! ≠No puedo creer que estemos reunidos de nuevo despuÇs de todo este tiempo!
Ger: "Alexander, mein lieber Bruder, du hast dich so verÑndert, seit ich dich das letzte Mal sah! Ich kann gar nicht glauben, da· wir nach all der Zeit wieder zusammen sind!"
Filename:       SRISHARE
Eng: "I share your feelings Anastasia...we owe our lives to Sergei and Meier...without them we would probably never have seen each other again."
Fre: "Je partage tes sentiments, Anastasia... Nous devons la vie Ö Sergei et Meier... Sans eux nous ne nous serions probablement jamais revus."
Ita: "Anch'io provo la stessa cosa Anastasia...noi dobbiamo le nostre vite a Sergei e Meier...senza di loro probabilmente non avremmo potuto rivederci."
Spa: "≠Comparto tus sentimientos, Anastasia! Le debemos la vida a Sergei y Meier... Sin ellos, probablemente nunca nos hubiÇramos vuelto a ver..."
Ger: "Mir geht es genauso, Anastasia... wir verdanken Sergej und Meier unser Leben... ohne die beiden hÑtten wir uns wahrscheinlich nie wiedergesehen."
Filename:       SAISTILL
Eng: "I still remember that terrible night and how I was shot and left for dead, somehow managing to survive...I recollect Colonel Sergei coming to my rescue and taking me to safety, and a strange doctor who I now know was Dr. Meier."
Fre: "Je me souviens encore de cette horrible nuit. On m'a tirÇ dessus et laissÇe pour morte. J'ai quand màme survÇcu... Je me souviens du Colonel Sergei venu me sauver et m'emmener en sÇcuritÇ. Et d'un Çtrange docteur qui, je le sais maintenant, est le Dr. Meier."
Ita: "Ricordo ancora quella notte terribile e di come sia stata colpita e lasciata a morire, ma in qualche modo riuscç a sopravvivere...ricordo che il Colonnello Sergei venne a salvarmi e mi portï in salvo, e uno strano dottore che ora so era il Dottor Meier."
Spa: "A£n recuerdo aquella noche horrible, y c¢mo me dispararon y me dieron por muerta, aunque logrÇ sobrevivir, ≠no sÇ c¢mo! Me acuerdo de que el coronel Sergei vino a rescatarme y me llev¢ a un lugar seguro, y me acuerdo de un mÇdico extra§o, que ahora sÇ que era el doctor Meier."
Ger: "Ich erinnere mich gut an diese schreckliche Nacht und wie auf mich geschossen wurde und ich fÅr tot gehalten und liegengelassen wurde... Ich wei· noch, wie Oberst Sergej mich in Sicherheit brachte, und da war ein fremder Doktor. Heute wei· ich, da· es Dr. Meier war."
Filename:       SRYESITS
Eng: "Yes...it seems that they were telling the truth after all..."
Fre: "Oui... On dirait qu'ils disaient la vÇritÇ finalement... "
Ita: "Sç...sembra che dicessero la veritÖ dopotutto..."
Spa: "S°... Parece que despuÇs de todo, ambos dec°an la verdad."
Ger: "Ja... anscheinend haben sie wirklich die Wahrheit gesagt..."
Filename:       SAIMJUST
Eng: "I'm just thankful that you're alive my brother, and that we are together again!  But where do we go from here?  What happens now?"
Fre: "Je suis tellement heureuse que tu sois vivant, mon fräre. Et que nous soyons Ö nouveau rÇunis ! Qu'allons-nous faire maintenant ? Que va-t-il se passer ?
Ita: "Sono veramente grata che tu sia vivo fratello mio, e che siamo di nuovo insieme! Ma dove andremo adesso? Cosa accadrÖ ora?"
Spa: "Estoy tan contenta de que estÇs vivo, hermano m°o! ≠Y tan contenta de que estemos juntos de nuevo! Pero... ®Y ahora quÇ? ®QuÇ vamos a hacer ahora?
Ger: "Ich bin nur dankbar, da· du am Leben bist, mein Bruder, und da· wir wieder zusammen sind! Aber wo sollen wir jetzt hin? Was wird geschehen?"
Filename:       SRTHEREA
Eng: "There are many things to be done - most importantly, General Popov must be made to pay for his evil deeds against our family...and I am going to see to it that he does."
